id,transcription
172,GOD AS A DIRECT CONSEQUENCE OF THE SIN WHICH MAN THUS PUNISHED HAD GIVEN HER A LOVELY CHILD WHOSE PLACE WAS ON THAT SAME DISHONORED BOSOM TO CONNECT HER PARROT FOR EVER WITH THE RACE AND DESCENT OF MORTALS AND TO BE FINALLY BLESSED SO IN HEAVEN
173,YET THESE THOUGHTS AFFECTED HAS TO PRAYING LESS WITH HOPE AND APPREHENSION
174,THE CHILD HAD A NATIVE GRACE WHICH DOES NOT INVARIABLY COEXIST'D WITH FAULTLESS BEAUTY IT'S A TIRE HOWEVER SIMPLE ALWAYS IMPRESSED THE BEHOLDER AS IF IT WERE THE VERY GUARD THAT PRECISELY BECAME IT BEST
175,THIS OUTWARD MUTABILITY INDICATED AND DID NOT MORE THAN FAIRLY EXPRESSED THE VARIOUS PROPERTIES OF HER IN HER LIFE
176,HESTER COULD ONLY ACCOUNT FOR THE CHILD'S CHARACTER AND EVEN THEN MOST VAGUELY AND IMPERFECTLY BY RECALLING WHAT SHE HERSELF HAD BEEN DURING THAT MOMENTOUS PERIOD WHILE PEARL WAS ABIDING HER SOUL FROM THE SPIRITUAL WORLD AND HER BODILY FRAME FROM ITS MATERIAL OF EARTH
177,THEY WERE NOW ILLUMINATED BY THE MORNING RADIANCE OF A YOUNG CHILD'S DISPOSITION BUT LATER IN THE DAY OF EARTHLY EXISTENCE MIGHT BE PERFECT OF THE STORM AND WHIRLWIND
178,CHESTER PRINT NEVERTHELESS THE LOVING MOTHER OF THIS ONE CHILD RAN LITTLE RISK OF AIRING ON THE SIDE OF UNDO SEVERITY
179,MINDFUL HOWEVER OF HER OWN ERRORS AND MISFORTUNES SHE EARLY SOUGHT TO IMPOSE A TENDER BUT STRICT CONTROL OVER THE INFANT IMMORTALITY THAT WAS COMMITTED TO HER CHARGE
180,AS TO ANY OTHER KIND OF DISCIPLINE WHETHER ADDRESSED TO HER MIND OR HEART LITTLE QUARREL MIGHT OR MIGHT NOT BE WITHIN ITS REACH IN ACCORDANCE WITH THE CAPRICE THAT ROLLED A MOMENT
181,IT WAS A LOOK SO INTELLIGENT YET INEXPLICABLE PERVERSE SOMETIMES SO MALICIOUS BUT GENERALLY ACCOMPANIED BY A WILD FLOW OF SPIRITS THAT HESTER COULD NOT HAVE QUESTIONING AT SUCH MOMENTS WHETHER PEARL WAS A HUMAN CHILD
182,BEHOLDING IT ESTHER WAS CONSTRAINED TO RUSH TOWARDS THE CHILD TO PURSUE THE LITTLE OATH IN THE FLIGHT WHICH SHE INVARIABLY BEGAN TO SNATCH HER TO HER BOSOM WITH A CLOSE PRESSURE AND EARNEST KISSES NOT SO MUCH FROM OVERFLOWING LOVE AS TO ASSURE HERSELF THAT PEARL WAS LESSENED BLOOD AS TO ASSURE HERSELF
183,BROODING OVER ALL THESE MATTERS THE MOTHER FELT LIKE ONE WHO HAS EVOKED TO SPIRIT BUT BY SOME IRREGULARITY IN THE PROCESS OF CONJURATION HAS FAILED TO WIND THE MASTER WORD THUS SHOULD CONTROL THIS NEW AN INCOMPREHENSIBLE INTELLIGENCE
184,PROMWELL WAS A BORN OUTCAST OF THE INFANTILE WORLD
185,PERAL SAW AND GAZED INTENTLY BUT NEVER SOUGHT TO MAKE ACQUAINTANCE
186,IF SPOKEN TOO SHE WOULD NOT SPEAK AGAIN
187,HESTERPRANE WENT ONE DAY TO THE MANSION OF GOVERNOR BELLING HIM WITH A PAIR OF GLOVES WHICH SHE HAD FRINGED AND EMBROIDERED TO HIS ORDER AND WHICH WERE TO BE WORN ON SOME GREAT OCCASION OF STATE BORE THOUGH THE CHANCES OF A POPULAR ELECTION HAD CAUSED THE SPLENDOUR RULER TO DESCEND A STEP OR TO DESCEND A STEP OR TO DESCEND A STEWART TO DESCEND A STEPER TO DESCEND A STEPPARD TO DESCEND A STEPPERT TO DESCEND A STEWART TO DESCEND A STEWART TO DESCEND A STEPPERT TO DESCEND A STEP OR THOUGH THE HIGHEST STATE BORE TO DESCEND A STEPPERT
188,ANOTHER AND FAR MORE IMPORTANT REASON THAN THE DELAVORY OF A PAIR OF EMBROIDERED GLOVES IMPELLED HESTER AT THIS TIME TO SEEK AN INTERVIEW WITH A PERSONAGE OF SO MUCH POWER AND ACTIVITY IN THE AFFAIRS OF THE SETTLEMENT
189,AT THAT EPOCH OF PRISTINE SIMPLICITY HOWEVER MATTERS OF EVEN SLIDER PUBLIC INTEREST AND OF FAR LESS INTUIT WEIGHT THAN THE WELFARE OF HESTER AND HER CHILD WERE STRANGELY MIXED UP WITH THE DELIBERATIONS OF LEGISLATORS AND ACTS OF STATE
190,THE PERIOD WAS HARDLY IF AT ALL OR ALLEYER THAN THAT OF OUR STORY WHEN A DISPUTE THE RIGHT OF PROPERTY IN A PIG NOT ONLY CAUSE A FEARS AND BITTER CONTEST IN THE LEGISLATIVE BODY OF THE COLONY BUT RESULTED IN AN IMPORTANT MODIFICATION OF THE FRENCH WORK ITSELF OF THE LEGISLATOR
191,WE HAVE SPOKEN OF PEARLS RICH AND LUXURIANT BEAUTY A BEAUTY THAT SHONE WITH DEEP AND VIVID TINTS A BRIGHT COMPLEXION EYES POSSESSING INTENSITY BOTH OF DEPTH AND GLOW AND HAIR ALREADY OF A DEEP GLOSSY BROWN AND WHICH IN AFTER YEARS WOULD BE NEARLY AKIN TO BLACK
192,IT WAS THE SCARLET LETTER IN HER OTHER FORM THE SCARLET LETTER ENDOWED WITH LIFE
193,THE MOTHER HERSELF AS IF THE RED IGNOMINY WERE SO DEEPLY SCORCHED INTO HER BRAIN THAT ALL HER CONCEPTIONS ASSUMED ITS FORM HAD CAREFULLY WROUGHT OUT THE CIVILITUDE MANY HOURS OF MORBID INGENUITY TO CREATE AN AN ANALOGOUS
194,BUT IN TRUTH COLONEL WAS THE ONE AS WELL AS THE OTHER AND ONLY IN CONSEQUENCE OF THAT IDENTITY HAD HESTER CONTRIVED SO PERFECTLY TO REPRESENT THE SCARLET LETTER IN HER APPEARANCE
195,COME THEREFORE AND LET A SLANG BUT AT THEM
196,BUT PEARL WHO WAS A DAUNT WAS CHILD AFTER FROWNING HER FOOT AND SHAKING HER LITTLE HAND WITH A VARIETY OF THREATENING GESTURES SUDDENLY MADE A RUSH AT THE KNOT OF HER ENEMIES AND PUT THEM ALL TO FLIGHT
197,SHE SCREAMED AND SHOUTED TO WITH A TERRIFIC VOLUME OF SOUND WHICH DOUBTLESS CAUSED THE HEARTS OF THE FUGITIVES TO QUAKE WITHIN THEM
198,IT WAS FURTHER DECORATED WITH STRANGE AND SEEMINGLY CAPITALISTIC FIGURES AND DIAGANS SUITABLE TO THE GREAT TASTE OF THE AGE WHICH HAD BEEN DRAWN IN THE STACKCO WHEN NEWLY LAID ON AND HAD NOW GROWN HARD AND DOORABLE FOR THE ADMIRATION OF AFTER TIMES
199,THEY APPROACHED THE DOOR WHICH WAS OF AN ARCHED FORM AND FLANKED ON EACH SIDE BY A NARROW TOWER OR PROJECTION OF THE EDIFICE IN BOTH OF WHICH WERE MODEST WINDOWS THE WOODEN SHUTTERS TO CLOSE OVER THEM AT NEED
200,LIFTING THE IRON HAMOR THAT HUNG AT THE PORTAL HAS TO BRING GAVE A SUMMONS WHICH WAS ANSWERED BY ONE OF THE GOVERNOR'S BOND SERVANTS A FREE BORN ENGLISH MAN BUT NOW A SEVEN YEARS SLAVE
201,YE HIS HONORABLE WORSHIP IS WITHIN BUT HE HATH THEY GODLY MINISTER OR TO WITH HIM AND LIKEWISE ALLEGED
202,HE MAY NOT SEE HIS WORSHIPPED NOW
203,WITH MANY VARIATIONS SUGGESTED BY THE NATURE OF HIS BUILDING MATERIALS DIVERSITY OF CLIMATE AND A DIFFERENT MODE OF SOCIAL LIFE GOVERNOR BELLING HIM HAD PLANNED HIS NEW HABITATION AFTER THE RESIDENCES OF GENTLEMEN OF FAIRESTATE IN HIS NATIVE LAND
204,ON THE TABLE AND TOKEN THAT THE SENTIMENT OF OLD ENGLISH HOSPITALITY HAD NOT BEEN LEFT BEHIND STOOD A LARGE PETER TANGLED AT THE BOTTOM OF WHICH HAD HESTER OR PEARL PEEPED INTO IT THEY MIGHT HAVE SEEN THE FROSTY REMNANT OF A RECENT DRAUGHT OF ALE
205,LITTLE PEARL WHO WAS AS GREATLY PLEASED WITH THE GLEAMING ARMOR AS SHE HAD BEEN WITH THE GLITTERING FRONTEST PIECE OF THE HOUSE SPENT SOME TIME LOOKING INTO THE POLISHED MIRROR OF THE BREAST PLATE
206,MOTHER CRIED SHE I SEE YOU HERE LUCK UP
207,AND TRUTH SHE SEEMED ABSOLUTELY HIDDEN BEHIND IT
208,COLL ACCORDINGLY RAN TO THE BOAT WINDOW AT THE FURTHER END OF THE HALL AND LOOKED ALONG THE VISTA OF A GARDEN WALK CARPETED WITH CLOSELY SHAVEN GRASS AND BLOATED WITH SOME RUDE AND IMMITOR ATTEMPT AT SHRUBVERY
209,BUT THE PROPRIETOR APPEARED ALREADY TO HAVE RELAXED AS HOPELESS THE EFFORT TO PERPETUATE ON THIS SIDE OF THE ATLANTIC IN A HARD SOIL AND AMID THE CLOSE STRUGGLE FOR SUBSISTENCE THE NATIVE ENGLISH TASTE FOR ORNAMENTAL GARDEN
210,THERE WERE A FEW ROAST BUSHES HOWEVER AN A NUMBER OF APPLE TREES PROBABLY THE DESCENDANTS OF THOSE PLANTED BY THE REVEREND MISTER BLACKSTONE THE FIRST SETTLER OF THE PENINSULA THAT HALF MYTHOLOGICAL PERSONAGE WHO RIDES THROUGH OUR EARLY ANIMALS SEATED ON THE BACK OF A BALL
211,PIRL SEEING THE ROSEBUSHES BEGAN TO CRY FOR OUR RED ROSE AND WOULD NOT BE SATISFIED
212,HE WORE BLUE SILK STOCKINGS BLOOMY PANTS WITH GOLD BUCKLES A BLUE RUFFLED WAIST AND A JACKET OF BRIGHT BLUE RATED WITH GOLD
213,HIS HAT HAD A PEAKED CROWN NEAR THE FLAT BRIM AND AROUND THE BRIM WAS A ROW OF TINY GOLDEN BELLS THAT TINKLED WHEN HE MOVED
214,INSTEAD OF SHOES THE OLD MAN WORE BOOTS WITH TURN OVER TOPS AND HIS BLUE CODE HAD WIDE COSTS OF GOLD BRAYED
215,FOR A LONG TIME HE HAD WISHED TO EXPLORE THE BEAUTIFUL LAND OF EYES IN WHICH THEY LIVED
216,WHEN THEY WERE OUTSIDE UNCIBLY LATCHED THE DOOR AND STARTED UP THE PATH
217,NO ONE WOULD DISTURB THEIR LITTLE HOUSE EVEN IF ANY ONE CAME SO FAR INTO THE THICK FOREST WHILE THEY WERE GONE
218,AT THE FOOT OF THE MOUNTAIN THAT SEPARATED THE COUNTRY OF THE MONCHONS FROM A COUNTRY OF THEULICANS THE PATH DIVIDED
219,HE KNEW IT WOULD TAKE THEM TO THE HOUSE OF THE CROOKED MAGICIAN WHOM HE HAD NEVER SEEN BUT WHO WAS THEIR NEAREST NEIGHBOUR
220,ALL THE MORNING THEY TRUDGED UP THE MOUNTAIN PATH AND AT NOON UNCON UDO SAT ON THE FALLEN TREE TRUNK AND ATE THE LAST OF THE BREAD WHICH THE OLD LUNCH IT HAD PLACED IN HIS POCKET
221,THEN THEY STARTED ON AGAIN AND TWO HOURS LATER CAME IN SIGHT OF THE HOUSE OF DOCTOR PIPPED
222,OKNOT AT THE DOOR OF THE HOUSE AND A CHUBBY PLEASANT FACED WOMAN DRESSED ALL IN BLUE OPENED IT AND GREETED THE VISITORS WITH A SMILE
223,I AM MY DEAR AND ALL STRANGERS ARE WELCOME TO MY HOME
224,WE HAVE COME FROM A FIRE LONELY A PLACE IN THIS ALONE NEAR PLACE
225,AND YOU MUST BE OLDER ON LUCKY SHE ADDED
226,OH JOE HAD NEVER EATEN SUCH A FINE MEAL AND ALL HIS LIFE
227,WE ARE TRAVELLING REPLIED OH AND WE STOPPED THAT YOUR HOUSE JUST TO REST AND REFRESH OURSELVES
228,THE WOMAN SEEMED THOUGHTFUL
229,AT ONE END STOOD A GREAT FIREPLACE IN WHICH ARE BLUE LOG WAS BLAZING WITH A BLUE FLAME AND OVER THE FIRE HUNG FOUR CEDLES IN A ROW ALL BUBBLING AND STEAMING AT A GREAT RATE
230,IT TAKES ME SEVERAL YEARS TO MAKE THIS MAGIC POWDER BUT IT THIS MOMENT I AM LEIF TO SAY IT IS NEARLY DONE YOU SEE I AM MAKING IT FOR MY GOOD WIFE MORE GOAT THE ONES TO USE SOME OF IT FOR A PURPOSE OF HER OWN
231,YOU MUST KNOW SAID MARGUERITE WHEN THEY WERE ALL SEATED TOGETHER ON THE BROAD WINDOW SEAT BUT MY HUSBAND FOOLISHLY GAVE AWAY ALL THE POWDER OF LIFE HE FIRST MADE TO OLD MAUMEE THE WHICH WHO USED TO LIVE IN THE COUNTRY OF THE DILIGENCE TO THE NORTH OF HERE
232,THE FIRST LOT WE TESTED ON OUR GLASS HAT WHICH NOT ONLY BEGAN TO LIVE BUT HAS LIVED EVER SINCE
233,I THINK THE NEXT GLASS HALF THE MAGICIAN MAKES WILL HAVE NEITHER BRAINS NOR HEART FOR THEN IT WILL NOT OBJECT TO CATCHING MICE AND MAY PROVE OF SOME USE TO US
234,I'M AFRAID I DON'T KNOW WHAT YOU ABOUT THE LAND TO LIES
235,YOU SEE I HAVE LIVED DOWN MY LIFE WITHOUT LOKI THE SILENT ONE AND THERE WAS NO ONE TO TELL ME ANYTHING
236,THAT IS ONE REASON KNEW OR OHIO THE UNLUCKY SAID THE WOMAN IN SYMPATHETIC TONE
237,I THINK I MUST SHOW YOU MY PATCHWORD GIRL SAID MARGARET LAUGHING AT THE BOY'S ASTONISHMENT AND SHE IS RATHER DIFFICULT TO EXPLAIN
238,BUT FIRST I WILL TELL YOU THAT FOR MANY YEARS I HAVE LONGED FOR A SERVANT TO HELP ME WITH THE HOUSE WORK AND TO GO THROUGH MEALS AND WASH THE DISHES
239,YET THAT TASK WAS NOT SO EASY AS YOU MAY SUPPOSE
240,A BED QUILT MADE OF PATCHES OF DIFFERENT KINDS AND COLORS OF CLOTH ONLY SO TOGETHER
241,SOMETIMES IT IS CALLED A CRAZY QUILT BECAUSE THE PATCHES AND COLORS ARE SO MIXED UP
242,WHEN I FOUND IT I SAID TO MYSELF THAT IT WOULD DO NICELY FOR MY SERVANT GIRL FOR WHEN SHE WAS BROUGHT TO LIFE SHE WOULD NOT BE PROUD NOR HAUGHTY AS THE GLASS CAT IS FOR SUCH A DREADFUL MIXTURE OF COLORS WOULD DISCERRED HER FROM TIME TO BE AS DIGNIFIED AS THE BLUE MONTHS GAINS ARE
243,AT THE EMERALD CITY WHERE OUR PRINCESS OSBORNE AS A POPULAR COLOR
244,I WILL SHOW YOU WHAT A GOOD JOB I DID AND SHE WENT TO IT ALL COVERED AND THREW OPEN THE DOORS
245,OH YOU EXAMINE THIS CURIOUS CONTRIVANCE WITH WONDER
246,LARGEILLOT HAD FIRST MADE THE GIRL'S FORM FROM THE PATCHWARK WHEELED AND THEN SHE HAD DRESSED IT WITH A PATCHWARK AND AN APRON WITH POCKETS IN IT USING THE SAME DAY MATERIAL THREW OUT
247,THE HEAD OF THE BACHELOR GIRL WAS THE MOST CURIOUS PART OF HER
248,THE HAIR WAS OF BROWN YARN AND HUNG DOWN ON HER NECK AND SEVERAL NEAT BRAIDS
249, GOLD IS THE MOST COMMON MEDDLE IN THE LAND OF OURS AND IS USED FOR MANY PURPOSES BECAUSE THE DIS SOFT AND PLAYABLE
250,NO WIFE FORGOT ABOUT AND BRAINS EXCLAIMED THE WOMAN
251,WELL THAT MAY BE TRUE AGREED MARGUERITE BUT ON THE CONTRARY A SERVANT WITH TOO MUCH BRAINS ARE SURE TO BECOME INDEPENDENT AND HIGH AND MIGHTY AND FEEL ABOVE HER WORK
252,SHE POURED INTO THE DISTRICT QUANTITY FROM EACH OF THESE BOTTLES
253,I THINK THAT WILL DO SHE CONTINUED FOR THE OTHER QUALITIES ARE NOT NEEDED IN A SERVANT
254,SHE RAN TO HER HUSBAND'S SIDE AT ONCE AND HELPED HIM LIFT THE FOUR CAILS FROM THE FIRE
255,THEIR CONTENTS HAD ALL BOILED AWAY LEAVING IN THE BOTTOM OF EACH CATTLE A FEW GRAINS OF FINE WHITE POWDER
256,VERY CAREFULLY THE MAGICIAN REMOVED THIS POWDER PLACING IT ALTOGETHER IN A GOLDEN DISH WHERE HE MIXED IT WITH A GOLDEN SPOON
257,NO ONE SAW HIM DO THIS FOR ALL WERE LOOKING AT THE POWDER OF LIFE BUT SOON THE WOMAN REMEMBERED WHAT SHE HAD BEEN DOING AND CAME BACK TO THE CUPBOARD
258,OTO BECAME A BIT UNEASY AT THIS FOR HE HAD ALREADY PUT QUITE A LOT OF THE CLEVERNESS POUTER IN THE DISH BUT HE DARED NOT INTER FEAR AND SO HE COMFORTED HIMSELF WITH THE THOUGHT THAT ONE CANNOT HAVE TOO MUCH CLEVERNESS
259,HE SELECTED A SMALL GOLD BOTTLE WITH THE PEPPER BOX TOP SO THAT THE POWDER MIGHT BE SPRINKLED ON ANY OBJECT THROUGH THE SMALL HOLES
260,MOST PEOPLE TAUGHT TOO MUCH SO IT IS A RELIEF TO FIND ONE WHO TALKS TOO LITTLE
261,I AM NOT ALLOWED BEFORE MAGIC EXCEPT FOR MY OWN AMUSEMENT HE TOLD HIS VISITORS AS HE LIGHTED A PIPE WITH A CROOKED STEM AND BEGAN TO SMOKE
262,THERE IS IT OF LAWS WHO USED TO BE A HUMBUG AND KNEW NO MAGIC AT ALL HAS BEEN TAKING LESSONS OF GLINDA AND UNTOLD HE IS GETTING TO BE A PRETTY GOOD WIZARD BUT HE IS NEARLY THE ASSISTANT OF THE GREAT SORORS
263,IT TRULY IS ASSERTED THE MAGICIAN
264,I KNOW USE THEM AS ORDINARILY IN MY GARDEN
265,DEAR ME ONE OF CHANTER BOX ARE GETTING TO BE ON REMARKED THE MAGICIAN WHO WAS PLEASED WITH THE COMPLIMENT
266,ASKED THE VOICE IN SCORNFUL ABSENCE
267,THE GRATEFUL APPLAUSE OF THE CLERGY HAS CONSECRATED THE MEMORY OF A PRINCE WHO INDULGED THEIR PASSIONS AND PROMOTED THEIR INTEREST
268,THE EDITH OF MILLAN THE GREAT CHARTER OF TOLERATION HAD CONFIRMED TO EACH INDIVIDUAL OF THE ROMAN WORLD THE PRIVILEGE OF CHOOSING AND PROFESSING HIS OWN RELIGION
269,BUT THESE INEESTIMABLE PRIVILEGE WERE SOON VIOLATED WITH A KNOWLEDGE OF TRUTH THE EMPEROR EMBOD THE MAXIMS OF PERSECUTION AND THE SEX WHICH DESCENDED FROM THE CATHOLIC CHURCH WERE AFFLICTED AND OPPRESSED BY THE TRIUMPH OF CHRISTIANITY
270,CONSTANTINE EASILY BELIEVED THAT THE HEREITICS WHO PRESUMED TO DISPUTE HIS OPINIONS OR GUILTY OF THE MOST ABSURD AND CRIMINAL OBSTINACY AND THAT A SEASONABLE APPLICATION OF MODERATE SEVERITIES MIGHT SAVE THOSE UNHAPPY MEN FROM THE DANGER OF AN EVERLASTING CONDEMNATION
271,SOME OF THE PENAL REGULATIONS WERE COPIED FROM THE EEDICS OF DILATION AND THIS METHOD OF CONVERSION WAS APPLAUDED BY THE SAME BISHOPS WHO HAD FELT THE HAND OF OPPRESSION AND PLEADED FOR THE RIGHTS OF HUMANITY
272,THEY ASSERTED WITH CONFIDENCE AND ALMOST WITH EXALTATION THAT THE APOSTALLICAL SUCCESSION WAS INTERRUPTED THAT ALL THE BISHOPS OF EUROPE AND ASIA WERE INFECTED BY THE CONTAGION OF GUILT AND SKILL AND THAT THE PARROGATIVES OF THE KATHIC CHURCH WERE CONFINED TO THE CHOSEN
273,BISHIPS VIRGINS AND EVEN SPOTLESS INFANTS WERE SUBJECTED TO THE DISGRACE OF A PUBLIC PENANCE BEFORE THEY COULD BE ADMITTED TO THE COMMUNION OF THE DOMITISTS
274,PSCRIBED BY THE CIVIL AND ECCLESIASTICAL POWERS OF THE EMPIRE THE DAUNTIST STILL MAINTAINED IN SOME PROVINCES PARTICULARLY INIMMEDIATE THEIR SUPERIOR NUMBERS AND FOUR HUNDRED BISHOPS ACKNOWLEDGED THE JURISDICTION OF THEIR PRIMEATE
275,SINCE THE PERIOD OF OUR TALE THE ACTIVE SPIRIT OF THE COUNTRY HAS SURROUNDED IT WITH A BELT OF RICH AND DRIVING SETTLEMENTS THOUGH NONE BUT THE HUNTER OR THE SAVAGE IS EVER KNOWN EVEN NOW TO PENETRATE ITS WILD RECESSES
276,THE JEWS WERE SUFFERED TO EXAIL AND THE SUN HAD DISPERSE'D THE MISTS AND WAS SHEDING A STRONG AND CLEAR LIGHT IN THE FOREST WHEN THE TRAVELLERS RESUMED THEIR JOURNEY
277,AFTER PROCEEDING A FEW MILES THE PROGRESS OF HOPET WHO LED THE ADVANCE BECAME MORE DELIBERATE AND WATCHFUL
278,HE OFTEN STOPPED TO EXAMINE THE TREES NOR DID HE CROSS A PRIVILEGE WITHOUT ATTENTIVELY CONSIDERING THE QUANTITY OF PHILOSOPHY AND THE COLOR OF ITS WATERS
279,DESTRESSING HIS OWN JUDGMENT HIS APPEALS TO THE OPINION OF SHINGATCH COOK WERE FREQUENT AND EARNEST
280,YET HERE WE WITHIN A SHORT RANGE OF THE SKIRONS AND NOT A SIGN OF A TRAIL HAVE WE CROSSED
281,LET US RETRICE OUR STEPS AND EXAMINED AS WE GO WITH KEENER EYES
282,CHANGING CATCHG HAD CAUGHT THE LOOK AND MOTIONING WITH HIS HAND HE BADE HIM SPEAK
283,THE EYES OF THE WHOLE PARTY FOLLOWED THE UNEXPECTED MOVEMENT AND READ THEIR SUCCESS IN THE AIR OF TRIUMPH THAT THE YOUTH ASSUMED
284,IT WOULD HAVE BEEN MORE WONDERFUL HEAVY SPOKEN WITHOUT A BIDDING
285,SEE SAID UNCAS POINTING NORTH AND SOUTH AT THE EVIDENT MARKS OF THE BROAD TRAIL ON EITHER SIDE OF HIM THE DARK CARE HAS GONE TOWARD THE FOREST
286,IF A ROCK OR RIVULETS OR BIT OF US HARDER THAN COMMON SEVERED THE LINKS OF THE CREW THEY FOLLOWED THE TRUE I OF THE SCOUT RECOVERED THEM AT A DISTANCE AND SELDOM RENDERED THE DELAY OF A SINGLE MOMENT NECESSARY
287,EXTINGUISHED BRANDS WERE LYING AROUND A SPRING THE AWFULS OF A DEER WERE SCATTERED ABOUT THE PLACE AND THE TREES BORE EVIDENT MARKS OF HAVING BEEN ROUSED BY THE HORSES
288,A CIRCLE OF A FEW HUNDRED FEET IN CIRCUMFERENCE WAS DRAWN AND EACH OF THE PARTY TOOK A SACRED FOR HIS PORTION
289,THE EXAMINATION HOWEVER RESULTED IN NO DISCOVERY
290,THE WHOLE PARTY CROWDED TO THE SPOT WERE ANTICIPATED OUT THE IMPRESSION OF A MOCCASAN IN THE VOICE ALLUSION
291,RUN BACK UNCAS AND BRING ME THE SIZE OF THE SINGERS FOOT
292,NOTWITHSTANDING THE HIGH RESOLUTION OF HOPET HE FULLY COMPREHENDED ALL THE DIFFICULTIES AND DANGER HE WAS ABOUT TO INCUR
293,IN HIS RETURN TO THE CAMP HIS ACUTE AND PRACTISED INTO LEX WERE INTENTLY ENGAGED IN DEVISING MEANS TO COUNTERACT A WATCHFULNESS AND SUSPICION ON THE PART OF HIS ENEMIES THAT HE KNEW WERE IN NO DEGREE IN FEAR TO HIS OWN
294,IN OTHER WORDS WHILE HE HAD IMPLICIT FAITH IN THE ABILITY OF BEAM'S ASKED TO SPEAK HE WAS SOMEWHAT SKEPTICAL ON THE SUBJECT OF A BARE'S SINGING AND YET HE HAD BEEN ASSURED OF THE LATTER ON THE TESTIMONY OF HIS OWN EXQUISITE ORGANS
295,THERE WAS SOMETHING IN HIS AIR IN THE MANNER THAT BETRAYED TO THE SCOUT THE UTTER CONFUSION OF THE STATE OF HIS MIND
296,THE INGENIOUS HOPIE WHO RECALLED THE HASTY MANNER IN WHICH THE OTHER HAD ABANDONED HIS POST AT THE BED SIDE OF THE SICK WOMAN WAS NOT WITHOUT HIS SUSPICIONS CONCERNING THE SUBJECT OF SO MUCH SOLEMN DELIBERATION
297,THE BEAR SHOOK HIS SHAGGY SIDES AND THEN A WELL KNOWN VOICE REPLIED
298,CAN THESE THINGS BE RETURNED DAVID BREATHING MORE FREELY AS THE TRUTH BEGAN TO DAWN UPON HIM
299,COME COME RETURNEDHOCKY AND KISSING HIS HONEST COUNTENANCE THE BETTER TO ASSURE THE WAVERING CONFIDENCE OF HIS COMPANION YOU MAY SEE A SKIN WHICH IF IT BE NOT AS WHITE AS ONE OF THE GENTLE ONES HAS NO TINGE OF RED TO IT THAT THE WINDS OF THE HEAVEN AND THE SUN HAVE NOT BESTOWED NOW LET US TO BUSINESS
300,THE YOUNG MAN IS IN BONDAGE AND MUCH I FEAR HIS DEATH IS DECREED
301,I GREATLY MORE THAT ONE SO WELL DISPOSED SHOULD DIE IN HIS IGNORANCE AND I HAVE SOUGHT A GOODLY HIM CAN YOU LEAVE ME TO HIM
302,THE TASK WILL NOT BE DIFFICULT RETURNED DAVID HESITATING THOUGH I GREATLY FEAR YOUR PRESENCE WOULD RATHER INCREASE THAN MITIGATE HIS UNHAPPY FORTUNES
303,THE LODGE IN WHICH UNCAS WAS CONFINED WAS IN THE VERY CENTRE OF THE VILLAGE AND IN A SITUATION PERHAPS MORE DIFFICULT THAN ANY OTHER TO APPROACH OR LEAVE WITHOUT OBSERVATION
304,FOR A FIVE OF THE LATTER ONLY LINGERED ABOUT THE DOOR OF THE PRISON OF UNCAS WARY BUT CLOSE OBSERVERS OF THE MANNER OF THEIR CAPTIVE
305,DELIVERED IN A STRONG TONE OF ASSENT ANNOUNCED THE GRATIFICATION THE SAVAGE WOULD RECEIVE IN WITNESSING SUCH AN EXHIBITION OF WEAKNESS IN AN ENEMY SO LONG HATED AND SO MUCH FEARED
306,THEY DREW BACK A LITTLE FROM THE ENTRANCE AND MOTION TO THE SUPPOSED OF CONJURE TO ENTER
307,BUT THE BEAR INSTEAD OF O BANG MAINTAINED THE SEAT IT HAD TAKEN AND GROWLED
308,THE CUNNING MAN AS AFRAID THAT HIS BREATH WILL BLOW UPON HIS BROTHERS AND TAKE AWAY THEIR COURAGE TO CONTINUED DAVID AND PROVING THE HAND HE RECEIVED THEY MUST STAND FURTHER OFF
309,THEN AS A SATISFIED OF THEIR SAFETY THE SCOUT LEFT HIS POSITION AND SLOWLY ENTERED THE PLACE
310,IT WAS SILENT AND GLOOMY BEING TENANTED SOLELY BY THE CAPTIVE AND LIGHTED BY THE DYING EMBERS OF A FIRE WHICH HAD BEEN USED FOR THE PURPOSE OF COOKERY
311,ON THIS OCCUPIED A DISTANT CORNER IN A DECLINING ATTITUDE BEING RIGIDLY BOUND BOTH HANDS IN FEET BY STRONG AND PAINFUL WITS
312,THE SCOUT WHO HAD LEFT DAVID AT THE DOOR TO ASCERTAIN THEY WERE NOT OBSERVED THOUGHT IT PRUDENT TO PRESERVE HIS DISGUISE UNTIL ASSURED OF THEIR PRIVACY
313,WHAT SHALL WE DO WITH THE WINDOWS AT THE DOOR THEY COUNT SIX AND THE SINGERS AS GOOD AS NOTHING
314,THE DELAWARES ARE CHILDREN OF THE TORTOISE AND THEY OUTSTRIPPED THE DEER
315,UNCUS WHO HAD ALREADY APPROACHED THE DOOR AND READINESS TO LEAD THE WAY NOW RECOILED AND PLACED HIMSELF ONCE MORE IN THE BOTTOM OF THE LODGE
316,BUT HACK I WHO WAS TOO MUCH OCCUPIED WITH HIS OWN THOUGHTS TO NOTE THE MOVEMENT CONTINUED SPEAKING MORE TO HIMSELF INTO HIS COMPANION
